[2026-01-10T04:18:34.079+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-01-10T04:18:34.111+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-01-03T02:00:00+00:00 [queued]>
[2026-01-10T04:18:34.120+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-01-03T02:00:00+00:00 [queued]>
[2026-01-10T04:18:34.120+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 2
[2026-01-10T04:18:34.140+0000] {taskinstance.py:2890} INFO - Executing <Task(BashOperator): crawl_data> on 2026-01-03 02:00:00+00:00
[2026-01-10T04:18:34.144+0000] {standard_task_runner.py:72} INFO - Started process 41 to run task
[2026-01-10T04:18:34.150+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'crawl_etl_itjob', 'crawl_data', 'scheduled__2026-01-03T02:00:00+00:00', '--job-id', '435', '--raw', '--subdir', 'DAGS_FOLDER/Crawl_ETL_ITJob.py', '--cfg-path', '/tmp/tmp1n5isesf']
[2026-01-10T04:18:34.152+0000] {standard_task_runner.py:105} INFO - Job 435: Subtask crawl_data
[2026-01-10T04:18:34.196+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:209: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2026-01-10T04:18:34.274+0000] {task_command.py:467} INFO - Running <TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-01-03T02:00:00+00:00 [running]> on host a1de7f96d4f1
[2026-01-10T04:18:34.275+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:470: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  if conf.get("database", "sql_alchemy_conn") == "none://":

[2026-01-10T04:18:34.484+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='dinhhoa0102@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='crawl_etl_itjob' AIRFLOW_CTX_TASK_ID='crawl_data' AIRFLOW_CTX_EXECUTION_DATE='2026-01-03T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-01-03T02:00:00+00:00'
[2026-01-10T04:18:34.485+0000] {taskinstance.py:732} INFO - ::endgroup::
[2026-01-10T04:18:34.507+0000] {subprocess.py:78} INFO - Tmp dir root location: /tmp
[2026-01-10T04:18:34.508+0000] {subprocess.py:88} INFO - Running command: ['/bin/bash', '-c', 'docker exec spark-submit bash -c "xvfb-run -a python3 /opt/spark/scripts/Crawl_Data.py"']
[2026-01-10T04:18:34.516+0000] {subprocess.py:99} INFO - Output:
[2026-01-10T04:18:37.431+0000] {subprocess.py:106} INFO -  Bắt đầu crawl ITviec...
[2026-01-10T04:18:40.310+0000] {subprocess.py:106} INFO - 
[2026-01-10T04:18:40.313+0000] {subprocess.py:106} INFO -  Đang crawl trang 1...
[2026-01-10T04:18:49.890+0000] {subprocess.py:106} INFO -  Trang 1 - Job 1/20 | Chuyên viên cao cấp Phát triển giải pháp Dữ liệu | 🔗 https://itviec.com/it-jobs/chuyen-vien-cao-cap-phat-trien-giai-phap-du-lieu-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-5028?lab_feature=preview_jd_page
[2026-01-10T04:18:50.179+0000] {subprocess.py:106} INFO -  Trang 1 - Job 2/20 | Chuyên viên cao cấp Phát triển giải pháp Dữ liệu | 🔗 https://itviec.com/it-jobs/chuyen-vien-cao-cap-phat-trien-giai-phap-du-lieu-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-5028?lab_feature=preview_jd_page
[2026-01-10T04:18:50.447+0000] {subprocess.py:106} INFO -  Trang 1 - Job 3/20 | Chuyên gia Quản trị Dữ liệu | 🔗 https://itviec.com/it-jobs/chuyen-gia-quan-tri-du-lieu-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-1330?lab_feature=preview_jd_page
[2026-01-10T04:18:50.634+0000] {subprocess.py:106} INFO -  Trang 1 - Job 4/20 | [Da Nang] UI/UX Designer | 🔗 https://itviec.com/it-jobs/da-nang-ui-ux-designer-one-tech-stop-vietnam-company-ltd-0618?lab_feature=preview_jd_page
[2026-01-10T04:18:50.859+0000] {subprocess.py:106} INFO -  Trang 1 - Job 5/20 | Senior AUTOSAR Engineer (onsite JP long-term) | 🔗 https://itviec.com/it-jobs/senior-autosar-engineer-onsite-jp-long-term-fpt-software-0903?lab_feature=preview_jd_page
[2026-01-10T04:18:51.110+0000] {subprocess.py:106} INFO -  Trang 1 - Job 6/20 | React Native Mobile App Development Engineer (Expo) | 🔗 https://itviec.com/it-jobs/react-native-mobile-app-development-engineer-expo-mycolor-viet-nam-4011?lab_feature=preview_jd_page
[2026-01-10T04:18:47.833+0000] {subprocess.py:106} INFO -  Trang 1 - Job 7/20 | Mobile App Development Engineer (Unity or React Native) | 🔗 https://itviec.com/it-jobs/mobile-app-development-engineer-unity-or-react-native-mycolor-viet-nam-2114?lab_feature=preview_jd_page
[2026-01-10T04:18:54.445+0000] {subprocess.py:106} INFO -  Trang 1 - Job 8/20 | Trưởng phòng Giải pháp Dữ liệu và Phân tích | 🔗 https://itviec.com/it-jobs/truong-phong-giai-phap-du-lieu-va-phan-tich-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-5521?lab_feature=preview_jd_page
[2026-01-10T04:18:54.711+0000] {subprocess.py:106} INFO -  Trang 1 - Job 9/20 | Engineering Director (Open for Expat) | 🔗 https://itviec.com/it-jobs/engineering-director-open-for-expat-money-forward-vietnam-co-ltd-0017?lab_feature=preview_jd_page
