[2026-03-13T05:06:30.787+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-03-13T05:06:30.820+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-12T02:00:00+00:00 [queued]>
[2026-03-13T05:06:30.830+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-12T02:00:00+00:00 [queued]>
[2026-03-13T05:06:30.830+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 2
[2026-03-13T05:06:30.843+0000] {taskinstance.py:2890} INFO - Executing <Task(BashOperator): crawl_data> on 2026-03-12 02:00:00+00:00
[2026-03-13T05:06:30.848+0000] {standard_task_runner.py:72} INFO - Started process 98 to run task
[2026-03-13T05:06:30.852+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'crawl_etl_itjob', 'crawl_data', 'scheduled__2026-03-12T02:00:00+00:00', '--job-id', '648', '--raw', '--subdir', 'DAGS_FOLDER/Crawl_ETL_ITJob.py', '--cfg-path', '/tmp/tmppmp255_s']
[2026-03-13T05:06:30.854+0000] {standard_task_runner.py:105} INFO - Job 648: Subtask crawl_data
[2026-03-13T05:06:30.881+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:209: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2026-03-13T05:06:30.968+0000] {task_command.py:467} INFO - Running <TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-12T02:00:00+00:00 [running]> on host 19d569223134
[2026-03-13T05:06:30.969+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:470: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  if conf.get("database", "sql_alchemy_conn") == "none://":

[2026-03-13T05:06:31.099+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoa856856@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='crawl_etl_itjob' AIRFLOW_CTX_TASK_ID='crawl_data' AIRFLOW_CTX_EXECUTION_DATE='2026-03-12T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-03-12T02:00:00+00:00'
[2026-03-13T05:06:31.100+0000] {taskinstance.py:732} INFO - ::endgroup::
[2026-03-13T05:06:31.110+0000] {subprocess.py:78} INFO - Tmp dir root location: /tmp
[2026-03-13T05:06:31.111+0000] {subprocess.py:88} INFO - Running command: ['/bin/bash', '-c', 'docker exec spark-submit bash -c "xvfb-run -a python3 /opt/spark/scripts/Crawl_Data.py"']
[2026-03-13T05:06:31.121+0000] {subprocess.py:99} INFO - Output:
[2026-03-13T05:06:32.317+0000] {subprocess.py:106} INFO -  Bắt đầu crawl ITviec...
[2026-03-13T05:06:35.410+0000] {subprocess.py:106} INFO - 
[2026-03-13T05:06:35.411+0000] {subprocess.py:106} INFO -  Đang crawl trang 1...
[2026-03-13T05:06:44.523+0000] {subprocess.py:106} INFO -  Trang 1 - Job 1/20 | Project Manager | 🔗 https://itviec.com/it-jobs/project-manager-mor-0407?lab_feature=preview_jd_page
[2026-03-13T05:06:44.720+0000] {subprocess.py:106} INFO -  Trang 1 - Job 2/20 | Project Manager | 🔗 https://itviec.com/it-jobs/project-manager-mor-0407?lab_feature=preview_jd_page
[2026-03-13T05:06:45.044+0000] {subprocess.py:106} INFO -  Trang 1 - Job 3/20 | CV Báo cáo tuân thủ - Compliance Reporting Officer | 🔗 https://itviec.com/it-jobs/cv-bao-cao-tuan-thu-compliance-reporting-officer-mb-bank-4835?lab_feature=preview_jd_page
[2026-03-13T05:06:45.255+0000] {subprocess.py:106} INFO -  Trang 1 - Job 4/20 | Data Quality Management Specialist | 🔗 https://itviec.com/it-jobs/data-quality-management-specialist-mb-bank-4404?lab_feature=preview_jd_page
[2026-03-13T05:06:45.510+0000] {subprocess.py:106} INFO -  Trang 1 - Job 5/20 | Frontend Engineer | 🔗 https://itviec.com/it-jobs/frontend-engineer-vulcan-labs-3434?lab_feature=preview_jd_page
[2026-03-13T05:06:45.758+0000] {subprocess.py:106} INFO -  Trang 1 - Job 6/20 | Mid/Sr/Lead .NET Backend Developer (C#, SQL, SQL) | 🔗 https://itviec.com/it-jobs/middle-senior-techlead-net-developer-ntq-solution-1918?lab_feature=preview_jd_page
[2026-03-13T05:06:46.113+0000] {subprocess.py:106} INFO -  Trang 1 - Job 7/20 | Infrastructure Architecture Expert (Cloud, On-premise) | 🔗 https://itviec.com/it-jobs/infrastructure-architecture-expert-cloud-on-premise-abbank-0513?lab_feature=preview_jd_page
[2026-03-13T05:06:46.328+0000] {subprocess.py:106} INFO -  Trang 1 - Job 8/20 | [All level] Network Administrator (Cisco/HP/Juniper) | 🔗 https://itviec.com/it-jobs/all-level-network-administrator-cisco-hp-juniper-mb-bank-2537?lab_feature=preview_jd_page
[2026-03-13T05:06:46.652+0000] {subprocess.py:106} INFO -  Trang 1 - Job 9/20 | Chuyên viên Quản lý Hạ tầng Trung tâm Dữ liệu | 🔗 https://itviec.com/it-jobs/chuyen-vien-quan-ly-ha-tang-trung-tam-du-lieu-mb-bank-1307?lab_feature=preview_jd_page
[2026-03-13T05:06:47.014+0000] {subprocess.py:106} INFO -  Trang 1 - Job 10/20 | Senior Bridge Engineer - BrSE (Japanese N2+) | 🔗 https://itviec.com/it-jobs/senior-ios-engineer-swift-mvvm-mvc-epam-vietnam-5530?lab_feature=preview_jd_page
[2026-03-13T05:06:47.185+0000] {subprocess.py:106} INFO -  Trang 1 - Job 11/20 | Senior iOS Engineer (Swift, MVVM, MVC) | 🔗 https://itviec.com/it-jobs/senior-ios-engineer-swift-mvvm-mvc-epam-vietnam-5530?lab_feature=preview_jd_page
[2026-03-13T05:06:47.392+0000] {subprocess.py:106} INFO -  Trang 1 - Job 12/20 | Data Engineer (Java/Python/Scala/Hadoop/Kafka) | 🔗 https://itviec.com/it-jobs/data-engineer-java-python-scala-hadoop-kafka-giao-hang-tiet-kiem-3258?lab_feature=preview_jd_page
[2026-03-13T05:06:47.590+0000] {subprocess.py:106} INFO -  Trang 1 - Job 13/20 | Senior Java Engineer (Spring Boot, Microservices, SQL) | 🔗 https://itviec.com/it-jobs/senior-java-engineer-spring-boot-microservices-sql-epam-vietnam-2900?lab_feature=preview_jd_page
[2026-03-13T05:06:47.830+0000] {subprocess.py:106} INFO -  Trang 1 - Job 14/20 | Java Spring Boot (20-40 Mil) | 🔗 https://itviec.com/it-jobs/java-spring-boot-20-40-mil-nitori-digital-base-vietnam-1209?lab_feature=preview_jd_page
[2026-03-13T05:06:48.055+0000] {subprocess.py:106} INFO -  Trang 1 - Job 15/20 | [HCM] Salesforce Developer (All level) | Up to 55M VND | 🔗 https://itviec.com/it-jobs/hcm-salesforce-developer-all-level-up-to-55m-vnd-hybrid-technologies-0301?lab_feature=preview_jd_page
[2026-03-13T05:06:48.294+0000] {subprocess.py:106} INFO -  Trang 1 - Job 16/20 | Mobile App Developer (.NET, Xamarin, iOS/Android, AI) | 🔗 https://itviec.com/it-jobs/mobile-app-developer-net-xamarin-ios-android-ai-song-technologies-llc-3046?lab_feature=preview_jd_page
[2026-03-13T05:06:48.507+0000] {subprocess.py:106} INFO -  Trang 1 - Job 17/20 | Technical Architect | 🔗 https://itviec.com/it-jobs/technical-architect-hsc-2837?lab_feature=preview_jd_page
[2026-03-13T05:06:48.694+0000] {subprocess.py:106} INFO -  Trang 1 - Job 18/20 | Frontend Developer (Shopify/Wordpress Developer) | 🔗 https://itviec.com/it-jobs/frontend-developer-shopify-wordpress-developer-solis-lab-0412?lab_feature=preview_jd_page
[2026-03-13T05:06:48.945+0000] {subprocess.py:106} INFO -  Trang 1 - Job 19/20 | Security Architect / Senior Security Engineer | 🔗 https://itviec.com/it-jobs/security-architect-senior-security-engineer-prime-tech-solution-0111?lab_feature=preview_jd_page
[2026-03-13T05:06:49.132+0000] {subprocess.py:106} INFO -  Trang 1 - Job 20/20 | Data Engineer Leader | 🔗 https://itviec.com/it-jobs/data-engineer-leader-fullerton-health-5553?lab_feature=preview_jd_page
[2026-03-13T05:06:49.133+0000] {subprocess.py:106} INFO - 
[2026-03-13T05:06:49.133+0000] {subprocess.py:106} INFO -  Đang crawl trang 2...
[2026-03-13T05:06:57.807+0000] {subprocess.py:106} INFO -  Trang 2 - Job 1/20 | Manual QA Engineer/Tester (QA QC, English, Insurance) | 🔗 https://itviec.com/it-jobs/manual-qa-engineer-tester-qa-qc-english-insurance-fwd-vtc-4801?lab_feature=preview_jd_page
[2026-03-13T05:06:58.061+0000] {subprocess.py:106} INFO -  Trang 2 - Job 2/20 | Manual QA Engineer/Tester (QA QC, English, Insurance) | 🔗 https://itviec.com/it-jobs/manual-qa-engineer-tester-qa-qc-english-insurance-fwd-vtc-4801?lab_feature=preview_jd_page
[2026-03-13T05:06:58.299+0000] {subprocess.py:106} INFO -  Trang 2 - Job 3/20 | Backend Technical Lead ( Storefront, C#, .NET. ASP.NET) | 🔗 https://itviec.com/it-jobs/backend-technical-lead-storefront-c-net-asp-net-crossian-2218?lab_feature=preview_jd_page
[2026-03-13T05:06:58.523+0000] {subprocess.py:106} INFO -  Trang 2 - Job 4/20 | GCP Cloud specialist (Japanese speaking) | 🔗 https://itviec.com/it-jobs/gcp-cloud-specialist-japanese-speaking-capgemini-vietnam-5725?lab_feature=preview_jd_page
[2026-03-13T05:06:58.841+0000] {subprocess.py:106} INFO -  Trang 2 - Job 5/20 | Senior Application Operations (Vận hành ứng dụng) | 🔗 https://itviec.com/it-jobs/senior-application-operations-van-hanh-ung-dung-cong-ty-co-phan-thanh-toan-so-mobifone-3949?lab_feature=preview_jd_page
[2026-03-13T05:06:59.067+0000] {subprocess.py:106} INFO -  Trang 2 - Job 6/20 | GNSS Engineer – Android Automotive (Good English) | 🔗 https://itviec.com/it-jobs/gnss-engineer-android-automotive-good-english-suntech-vina-hop-tac-cung-tap-doan-cntt-hang-dau-an-do-5925?lab_feature=preview_jd_page
[2026-03-13T05:06:59.294+0000] {subprocess.py:106} INFO -  Trang 2 - Job 7/20 | Software Project Manager – Japanese OR Chinese Speaking | 🔗 https://itviec.com/it-jobs/software-project-manager-japanese-or-chinese-speaking-bosch-global-software-technologies-company-limited-1623?lab_feature=preview_jd_page
[2026-03-13T05:06:59.586+0000] {subprocess.py:106} INFO -  Trang 2 - Job 8/20 | Team Leader SOC/ Pentest | 🔗 https://itviec.com/it-jobs/team-leader-soc-pentest-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-1759?lab_feature=preview_jd_page
